code,name,city
HUY,Humberside Airport,Croxton
HUZ,Huizhou Airport,Longfeng
HVD,Khovd Airport,Khovd
HVE,Intermediate,Ferron
HVG,Valan Airport,Honningsvag
HVN,New Haven Airport,East Haven
HVR,Havre City County Airport,Havre
HVS,Municipal,North Hartsville
HWD,Hayward Executive Airport,Hayward
HWN,Hwange Nat Park,Sua
HWO,North Perry,Hollywood
HXD,Delingha Airport,Keluke
HXX,Hay,Hay
HYA,Barnstable Municipal Airport,Hyannis
HYC,High Wycombe,High Wycombe
HYD,Rajiv Gandhi International Airport,Balapur
HYN,Luqiao Airport,Hengjie
HYR,Municipal,Hayward
HYS,Hays Municipal Airport,Hays
HYV,Hyvinkaa,Hyvinge
HZA,Establecimiento El Araza Airport,General Guido
HZB,Merville/Calonne,Merville
HZG,Hanzhong Airport,Xiangshui
HZH,Liping Airport,Longlisuo
HZL,Hazleton,Harleigh
HZU,Chengdu Huaizhou Airport,Majialin Village
IAA,Igarka Airport,Igarka
IAD,Washington Dulles International Airport,Floris
IAG,Niagara Falls International Airport,Sanborn
IAO,Sayak (Siargao),Libas
IAQ,Bahregan,Bandar-e Bushehr
IAR,Tunoshna Airport,Yaroslavl
IAS,Iasi Airport,Iasi
IBA,Ibadan Airport,Ibadan
IBB,General Villamil,Puerto Villamil
IBE,Ibague Airport,Ibague
IBL,Indigo Bay Lodge,Beira
IBM,Iron Bridge Mine Airport,Marble Bar
IBP,Iberia,Iberia
IBR,Ibaraki Airport,Okunoya
IBZ,Ibiza Airport,Ibiza
ICC,Andrés Miguel Salazar Marcano Airport,Punta de Piedras
ICK,Nieuw Nickerie,Nieuw Nickerie
ICL,Municipal,Clarinda
ICO,Sicogon Island,San Fernando
ICR,Nicaro,Gibara
ICS,Cascade,Cascade
ICT,Wichita Dwight D. Eisenhower National Airport,Wichita
IDA,Idaho Falls Regional Airport,Idaho Falls
IDC,Ila Da Chilonzuene,Villasila de Valdavia
IDG,Municipal,Ida Grove
IDH,Idaho County,Grangeville
IDI,ndiana County Airport (Jimmy Stewart Field),Indiana
IDP,Independence,Independence
IDR,Devi Ahilya Bai Holkar Airport,Indore
IDY,Ile d'Yeu,Notre-Dame-de-Monts
IEG,Zielona Gora-Babimost Airport,Zielona Gora
IEV,Kyiv International Airport,Chabany
IFA,Iowa Falls,Iowa Falls
IFH,Hesa,Shahin Shahr
IFL,Innisfail,Innisfail
IFN,Isfahan International Airport,Dowlatabad
IFO,Ivano-Frankovsk Airport,Cherniyiv
IFP,Laughlin Bullhead International Airport,Laughlin
IFU,Ifuru Airport,Ugoofaaru
IGA,Inagua Airport,Matthew Town
IGB,Ingeniero Jacobacci,Ingeniero Jacobacci
IGD,Igdir,Getashen
IGL,Cigli AB,Gaziemir
IGM,Kingman,New Kingman-Butler
IGN,Maria Cristina,Mamungan
IGO,Chigorodo,Chigorodo
IGS,Ingolstadt-manching,Manching
IGT,Magas Airport,Troitskaya
IGU,Cataratas International Airport,Puerto Iguazu
IHA,Niihama,Niihama
IHN,Qishn,Ad Dis ash Sharqiyah
IHO,Ihosy,Ihosy
IHR,Iran Shahr,Iranshahr
IIL,Ilaam Airport,Ilam
IJK,Izhevsk Airport,Khokhryaki
IJU,J. Batista Bos Filho Airport,Ijui
IJX,Municipal,Jacksonville
IKA,Imam Khomeini International Airport,Robat Karim
IKB,Wilkes County,North Wilkesboro
IKI,Iki Airport,Karatsu
IKK,Greater Kankakee,Channahon
IKS,Tiksi Airport,Tiksi
IKT,Irkutsk International Airport,Dzerzhinsk
IKU,Issyk-Kul International Airport,Cholpon-Ata
ILB,Ilha Solteira,Ilha Solteira
ILD,Lleida-Alguaire Airport,Alguaire
ILE,Municipal,Harker Heights
ILG,Greater Wilmington,Wilmington Manor
ILH,Illis Airbase,Illesheim
ILK,Ilaka,Ambositra
ILL,Willmar,Willmar
ILM,Wilmington International Airport,Wrightsboro
ILN,Clinton Field,Wilmington
ILO,Mandurriao Airport,Pakiad
ILP,Ile Des Pins Airport,Vao
ILQ,Ilo,Ilo
ILR,Ilorin International Airport,Ilorin
ILS,Ilopango International Airport,Ilopango
ILU,Kilaguni,Mtito Andei
ILY,Glenegedale Airport,Isle of Islay
ILZ,Zilina,Zilina
IMF,Imphal Municipal Airport,Imphal
IMG,Inhaminga,Dondo
IMK,Simikot,Burang
IML,Imperial,Imperial
IMM,Immokalee,Immokalee
IMO,Zemio,Zemio
IMP,Imperatriz Airport,Imperatriz
IMQ,Maku International Airport,Showt
IMT,Ford Airport,Kingsford
INA,Inta Airport,Inta
INC,Yinchuan Hedong International Airport,Yanghe
IND,Indianapolis International Airport,Speedway
ING,Lago Argentino,El Calafate
INH,Inhambane Airport,Inhambane
INI,Nis Constantine the Great Airport,Nis
INK,Wink,Kermit
INL,Falls International Airport,Fort Frances
INN,Innsbruck Airport,Vols
INQ,Inisheer,Bearna
INT,Smith-Reynolds Airport,Winston-Salem
INU,Nauru International,Arijejen
INV,Inverness Airport,Fortrose
INW,Winslow-Lindbergh,Winslow
INX,Inanwatan,Inanwatan
INZ,In Salah Airport,I-n-Salah
IOA,Ioannina Airport,Eksochi
IOM,Isle of Man Airport,Castletown
ION,Impfondo,Impfondo
IOR,Kilronan,Clifden
IOS,Ilheus/Bahia-Jorge Amado Airport,Ilheus
IOU,Ile Ouen,Mont-Dore
IOW,Iowa City,Iowa City
IPC,Mataveri International Airport,Ostrov Paskhi
IPE,Ipil,Ipil
IPG,Ipiranga,Fonte Boa
IPH,Ipoh Airport,Ipoh
IPI,San Luis Airport,Carlosama
IPN,Usiminas Airport,Ipatinga
IPT,Lycoming County Airport,Montoursville
IPU,Ipiau,Ipiau
IPW,Ipswich,Ipswich
IPZ,San Isidro de El General Airport,San Isidro
IQN,Qingyang Airport,Nanjie
IQQ,Diego Aracena International Airport,Iquique
IQT,C.F. Secada Vignetta International Airport,Iquitos
IRB,Municipal,Iraan
IRC,Circle City,Deltana
IRD,Ishurdi,Ishurdi
IRE,Irece,Irece
IRI,Nduli Airport,Iringa
IRJ,La Rioja Airport,La Rioja
IRK,Kirksville Municipal Airport,La Plata
IRM,Igrim,Igrim
IRN,Iriona,Punta Piedra
IRO,Birao,Birao
IRP,Matari,Isiro
IRS,Kirsch Municipal,Sturgis
IRU,Iranamadu SPB,Kawagoe
IRZ,Tapuruquara,Santa Isabel do Rio Negro
ISB,Islamabad International Airport,Rawalpindi
ISC,St Marys,St Mary's
ISD,Iscuande,Iscuande
ISE,Isparta Suleyman Demirel Airport,Keciborlu
ISG,Painushima Ishigaki Airport,Ishigaki
ISH,Ischia Airport,Ischia
ISJ,Isla Mujeres,Isla Mujeres
ISK,Gandhinagar Airport,Deolali
ISM,Kissimmee Gateway,Belle Isle
ISO,Stallings Field,Kinston
ISP,Long Island MacArthur Airport,Bohemia
ISQ,Schoolcraft County,Manistique
ISS,Wiscasset,Wiscasset
IST,Istanbul New Airport,Bahcelievler
ISU,Sulaimaniyah International Airport,As Sulaymaniyah
ISW,Alexander Field,Port Edwards
ITA,Itacoatiara,Itacoatiara
ITB,Itaituba,Itaituba
ITE,Itubera,Itubera
ITH,Ithaca Tompkins Regional Airport,Lansing
ITM,Itami Airport,Toyonaka
ITN,Itabuna,Itabuna
ITO,Hilo International Airport,Hilo
ITP,Itaperuna,Itaperuna
ITQ,Itaqui,Itaqui
ITR,Hidroeletrica,Itumbiara
ITU,Iturup,Kuril'sk
IUE,Hanan Airport,Alofi
IUP,Lorenzo Airport,Apui
IVA,Ambanja,Ambanja
IVC,Invercargill Airport,Invercargill
IVG,Ivangrad,Berane
IVL,Ivalo Airport,Ivalo
IVO,Chivolo,Santa Ana
IVR,Inverell,Gilgai
IWA,Ivanovo Yuzhny Airport,Ivanovo
IWD,Gogebic County Airport,Ironwood
IWJ,Hagi-Iwami Airport,Masuda
IWK,Iwakuni Kintaikyo Airport,Iwakuni
IWS,West Houston,Oak Cliff Place
IXA,Agartala Airport,Agartala
IXB,Bagdogra Airport,Baghdogra
IXC,Chandigarh Airport,Chandigarh
IXD,Bamrauli Airport,Allahabad
IXE,Mangalore Airport,Mangalore
IXG,Belgaum Airport,Belgaum
IXI,Lilabari Airport,North Lakhimpur
IXJ,Satwari Airport,Jammu
IXK,Keshod,Keshod
IXL,Leh Airport,Leh
IXM,Madurai Airport,Tirupparangunram
IXN,Khowai,Khowai
IXP,Pathankot,Pathankot
IXQ,Kamalpur,Kamalpur
IXR,Birsa Munda Airport,Ranchi
IXS,Kumbhirgram Airport,Lakhipur
IXT,Pasighat,Pasighat
IXU,Chikkalthana Airport,Aurangabad
IXV,Along,Along
IXW,Sonari,Jamshedpur
IXX,Bidar Air Force Station,Bidar
IXY,Kandla,Gandhidham
IXZ,Port Blair Airport,Port Blair
IYK,Kern County,Inyokern
IZA,Zona da Mata Regional Airport,Rio Novo
IZE,Itzehoe/Hungriger Wolf Airport,Peissen
IZO,Izumo Airport,Hiratacho
IZT,Ixtepec,San Jeronimo Ixtepec
JAA,Jalalabad,Jalalabad
JAC,Jackson Hole Airport,Jackson
JAD,Jandakot,Willetton
JAF,Kankesanturai,Valvedditturai
JAG,Jacobabad,Jacobabad
JAI,Jaipur Airport,Jaipur
JAJ,Perimeter Mall,Hapeville
JAK,Jacmel Regional Airport,Jacmel
JAL,Jalapa,Dos Rios
JAM,Jambol,Yambol
JAN,Jackson-Evers International Airport,Flowood
JAO,Beaver Ruin,College Park
JAP,Punta Renes,Puntarenas
JAR,Jahrom,Jahrom
JAS,County,Jasper
JAU,Jauja Airport,Masma Chicche
JAX,Jacksonville International Airport,Nassau Village-Ratliff
JBB,Notohadinegoro Airport,Renes
JBC,Boston City Heliport,South Boston
JBK,Berkeley,Albany
JBQ,La Isabela International Airport,Santo Domingo
JBR,Jonesboro Airport,Jonesboro
JBS,Hacienda Bus.Park Heliport,Dublin
JCB,Joacaba,Joacaba
JCC,China Basin Heliport,San Francisco
JCE,Convention Center Heliport,Oakland
JCI,New Century Aircenter Airport,Gardner
JCM,Jacobina,Jacobina
JCN,Incheon Heliport,Incheon
JCO,Heliport,Qala
JCS,Aeroporto De Crateus Airport,Crateus
JCT,Kimble County,Junction
JCU,Ceuta Heliport,Ceuta
JCY,Johnson,Johnson City
JDA,John Day,John Day
JDB,Downtown Heliport,Fort Worth
JDE,Jiande Qiandaohu Airport,Jiande
JDF,Francisco De Assis,Juiz de Fora
JDG,Jeongseok,Seogwipo
JDH,Jodhpur Airport,Jodhpur
JDM,Miami Downtown Heliport,Coral Gables
JDN,Jordan,Jordan
JDO,Orlando Bezerra de Menezes Airport,Juazeiro do Norte
JDP,Heliport De Paris,Issy-les-Moulineaux
JDR,Sao Joao Del Rei,Tiradentes
JDT,Downtown Heliport,Minneapolis
JDY,Heliport,Downey
JDZ,Jingdezhen Airport,Hongyuan
JED,King Abdulaziz International Airport,Jeddah
JEE,Jeremie,Jeremie
JEF,Memorial,Jefferson City
JEK,Jeki Airport,Luangwa
JEM,Heliport,Emeryville
JEQ,Jequie,Jequie
JER,Jersey Airport,Saint Helier
JFK,John F. Kennedy International Airport,Inwood
JFM,Heliport,North Fremantle
JFN,Ashtabula,Jefferson
JGA,Govardhanpur Airport,Bedi
JGB,Jagdalpur,Jagdalpur
JGD,Jiagedaqi Airport,Jagdaqi
JGE,Heliport,Sinhyeon
JGL,Galleria Heliport,Vinings
JGN,Jiayuguan Airport,Jiayuguan
JGP,Greenway Plaza Heliport,South Houston
JGQ,Transco Twr Galleria,Hunters Creek Village
JGS,Ji'An/Jing Gang Shan Airport,Denglong
JGX,Heliport,North Glendale
JHB,Senai Airport,Taman Senai
JHC,Island Heliport,North Arlington
JHF,São Paulo Catarina Executive Airport,São Roque
JHG,Xishuangbanna Gasa Airport,Jinghong
JHM,Kapalua Airport,Napili-Honokowai
JHW,Jamestown Airport,Celoron
JHY,Hyatt Regency Heliport,Cambridge
JIB,Djibouti-Ambouli International Airport,Djibouti
JIC,Jinchuan Airport,Jinchang
JID,City Of Industry Heliport,Hacienda Heights
JIJ,Jigiga Airport,Jijiga
JIK,Ikaria Airport,Agios Kirykos
JIL,Jilin,Jilin
JIM,Jimma Airport,Jima
JIN,Jinja,Jinja
JIO,International Heliport,Ontario
JIP,Jipijapa,Montecristi
JIQ,Qianjiang Wulingshan Airport,Zhoubai
JIW,Jiwani,Jiwani
JJD,Jericoacoara,Cruz
JJG,Jaguaruna Regional Airport,Jaguaruna
JJI,Juanjui,Juanjui
JJM,Mulika Lodge Airport,Maua
JJN,Quanzhou Jinjiang International Airport,Jinjiang
JJU,Heliport,Qaqortoq
JKG,Axamo Airport,Taberg
JKH,Chios Airport,Chios
JKL,Kalymnos Island National Airport,Kalymnos
JKR,Janakpur Airport,Janakpur
JKV,Cherokee County,Jacksonville
JLB,Long Beach Heliport,Long Beach
JLD,Heliport,Helsingborg
JLH,US Army Heliport,Arlington Heights
JLN,Joplin Airport,Webb City
JLR,Jabalpur Airport,Ghansor
JLS,Jales,Jales
JLX,Union Station Heliport,Burbank
JMA,Marriot Astrodome,Aldine
JMB,Jamba,Caconda
JMC,Marin County,Marin City
JMH,Marriott Heliport,Schaumburg
JMJ,Lancang Jingmai Airport,Menglang
JMK,Mikonos Airport,Mykonos
JMN,Municipal Heliport,Mankato
JMO,Jomsom,Jomsom
JMS,Jamestown Airport,Jamestown
JMU,Jiamusi Airport,Songjiang
JMY,Mammy Yoko Heliport,Freetown
JNA,Januaria,Januaria
JNB,O.R. Tambo International Airport,Modderfontein
JNG,Jining Airport,Jining
JNH,North Park Inn Heliport,Blue Mound
JNI,Junin,Junin
JNP,Heliport,Newport Beach
JNU,Juneau International Airport,Juneau
JNX,Naxos Airport,Naxos
JNZ,Liaoning Province Airport,Wanghu
JOE,Joensuu Airport,Joensuu
JOG,Adisutjipto International Airport,Depok
JOH,Port Saint Johns,Port Saint John's
JOI,Joinville-Lauro Carneiro de Loyola Airport,Joinville
JOJ,Doris Lake Aerodrome,Doris Lake
JOK,Yoshkar-Ola Airport,Yoshkar-Ola
JOL,Jolo,Jolo
JOM,Njombe,Njombe
JOR,The City Heliport,Orange
JOS,Jos Airport,Jos
JOT,Municipal,Joliet
JPA,Presidente Castro Pinto International Airport,Bayeux
JPD,Heliport,Pasadena
JPE,Nagib Demachki Airport,Paragominas
JPN,Pentagon Army,Groveton
JPO,Brigadeiro Firmino Ayres Airport,Patos
JPR,Ji-Parana Airport,Ji Parana
JPT,Park Ten Heliport,Katy
JPY,Paraty Airport,Paraty
JQE,Jaque Airport,Jaque
JRC,Municipalcipal Heliport,Rochester
JRG,Jharsuguda Airport,Jharsuguda
JRH,Rowriah Airport,Jorhat
JRK,Arsuk,Paamiut
JRO,Kilimanjaro International Airport,Merelani
JRS,Atarot,Qalandiya
JRT,Juruti Airport,Juruti
JSA,Jaisalmer,Jaisalmer
JSB,Walfrido Salmito de Almeida Airport,São Benedito
JSD,Sikorsky Heliport,Stratford
JSG,San Rafael Heliport,San Rafael
JSH,Sitia Airport,Siteia
JSI,Skiathos Airport,Skiathos
JSJ,Jiansanjiang Shidi Airport,Fujin
JSL,Steel Pier Heliport,Ventnor City
JSM,Jose De San Martin,Jose de San Martin
JSP,Seogwipo Heliport,Jeju-si
JSR,Jessore Airport,Jessore
JST,Cambria County Airport,Geistown
JSU,Heliport,Maniitsoq
JSY,Syros Island Airport,Ermoupolis
JTA,Pedro Teixeira Castelo Airport,Tauá
JTC,Bauru-Arealva Airport,Bauru
JTI,Jatai,Jatai
JTN,Antônio Ribeiro Nogueira Jr. State Airport,Itanhaém
JTO,Heliport,Thousand Oaks
JTR,Santorini International Airport,Mesaria
JTY,Astypalaia Airport,Astypalaia
JUB,Juba International Airport,Juba
JUC,Universal City Heliport,Silver Lake
JUH,Chizhou Jiuhuashan Airport,Borivli
JUI,Juist,Juist
JUJ,El Cadillal Airport,La Mendieta
JUL,Juliaca Airport,Juliaca
JUM,Jumla,Jumla
JUO,Jurado,Jurado
JUP,Cable Heliport,Upland
JUR,Jurien Bay,Jurien Bay
JUT,Juticalpa,La Concepcion
JUZ,Quzhou Airport,Quzhou
JVL,Rock County,Janesville
JWA,Jwaneng,Letlhakeng
JWL,Woodlawns,The Woodlands
JWN,Zanjan,Zanjan
JWO,Jungwon Air Base,Koesan
JXA,Jixi Airport,Hongjunlu
JXN,Reynolds Municipal,Jackson
JYR,Jiroft,Jiroft
JYV,Jyvaskyla Airport,Jyvaeskylae
JZH,Jiuzhai Huanglong Airport,Jin'an
KAA,Kasama Airport,Kasama
KAB,Kariba,Kariba
KAC,Kameshly Airport,Al Qamishli
KAD,Kaduna Airport,Kaduna
KAJ,Kajaani Airport,Kajaani
KAM,Kamaran Island,As Salif
KAN,Mallam Aminu Kano International Airport,Kano
KAO,Kuusamo Airport,Kuusamo
KAS,Karasburg,Karasburg
KAT,Kaitaia,Kaitaia
KAU,Kauhava,Kauhava
KAX,Kalbarri,Kalbarri
KAZ,Kau,Subaim
KBA,Kabala,Kamakwie
KBH,Kalat,Kalat
KBI,Kribi,Kribi
KBL,Kabul International Airport,Kabul
KBN,Kabinda,Kabinda
KBP,Boryspil International Airport,Boryspil'
KBR,Sultan Ismail Petra Airport,Kota Bharu
KBS,Bo,Bo
KBU,Gusti Syamsir Alam Airport,Sungaibali
KBV,Krabi Airport,Nuea Khlong
KBX,Kambuaya,Ayamaru
KBZ,Kaikoura,Kaikoura
KCA,Kuqa Airport,Luntai
KCF,Kadanwari,Kot Diji
KCH,Kuching International Airport,Kuching
KCI,Kon,Lospalos
KCK,Kirensk Airport,Kirensk
KCM,Kahramanmaras Airport,Kahramanmaras
KCO,Cengiz Topel Airport,Derince
KCP,Kamenets-podolskiy,Kamieniec Podolski
KCU,Masindi,Masindi
KCZ,Kochi Ryoma Airport,Kochi-shi
KDA,Kolda,Kolda
KDC,Kandi,Kandi
KDD,Khuzdar,Khuzdar
KDH,Kandahar Airport,Kandahar
KDL,Kardla Airport,Kardla
KDM,Kaadedhdhoo,Thinadhoo
KDN,Ndende,Ndende
KDO,Kadhdhoo,Fonadhoo
KDR,Kandrian,Kurdzhali
KDT,Kamphangsaen,Kamphaeng Saen
KDU,Skardu Airport,Skardu
KDX,Kadugli,Kadugli
KDY,Mahaweli,Kurunegala
KDZ,Polgolla Reservoir Airport,Kandy
KEC,Kasenga,Mwense
KED,Kaedi,Kaedi
KEF,Keflavik International Airport,Reykjanesbaer
KEH,Kenmore Air Harbor,Kenmore
KEJ,Kemerovo Airport,Kemerovo
KEL,Kiel-Holtenau,Altenholz
KEM,Kemi/Tornio Airport,Keminmaa
KEN,Kenema,Kenema
KEO,Odienne,Odienne
KEP,Nepalganj Airport,Nepalgunj
KEQ,Kebar,Dobo
KER,Kerman Airport,Kerman
KEV,Halli,Kuhmalahti
KEY,Kericho,Kericho
KEZ,Kelaniya River,Wattala
KFS,Kastamonu Airport,Kastamonu
KFZ,Kukës International Airport,Kukës
KGA,Kananga,Kananga
KGD,Khrabrovo Airport,Gur'yevsk
KGF,Karaganda Airport,Koktal
KGG,Kedougou,Kedougou
KGI,Kalgoorlie Airport,Boulder
KGJ,Karonga,Karonga
KGL,Kigali International Airport,Kigali
KGN,Kasongo Lunda,Kasongo-Lunda
KGO,Kirovograd,Kirovohrad
KGP,Kogalym International Airport,Kogalym
KGS,Kos Airport,Antimacheia
KGY,Kingaroy,Kingaroy
KHA,Khaneh,Piranshahr
KHC,Kerch,Voykove
KHD,Khorramabad,Khorramabad
KHE,Kherson International Airport,Kherson
KHG,Kashi Airport,Kashi
KHH,Kaohsiung International Airport,Kaohsiung
KHI,Jinnah International Airport,Malir Cantonment
KHJ,Kauhajoki,Kurikka
KHK,Khark Island,Khark
KHM,Khamti,Tuensang
KHN,Nanchang Changbei International Airport,Lehua
KHR,Kharkhorin,Khujirt
KHS,Khasab Airport,Khasab
KHT,Khost,Kakad Wari Dir Upper
KHU,Kremenchug,Kremenchuk
KHV,Khabarovsk Airport,Topolevo
KHX,Savannah Airstrip,Beni
KHY,Khoy,Khvoy
KIC,Mesa Del Rey,King City
KID,Kristianstad Airport,Degeberga
KIE,Aropa,Kieta
KIG,Koinghaas,Garies
KIH,Kish International Airport,Kish
KIJ,Niigata Airport,Kameda-honcho
KIK,Kirkuk,Kirkuk
KIL,Kilwa,Nchelenge
KIM,Kimberley Airport,Kimberley
KIO,Kili Island,Kili
KIR,Kerry County Airport,Castleisland
KIS,Kisumu Airport,Kisumu
KIT,Kithira Airport,Kythira
KIU,Kiunga,Buur Gaabo
KIV,Chisinau International Airport,Singera
KIW,Southdowns,Kitwe
KIX,Kansai International Airport,Kaizuka
KJA,Yemelyanovo Airport,Yemel'yanovo
KJB,Uyyalawada Narasimha Reddy Airport,Orvakal
KJH,Kaili Huangping Airport,Shiqian
KJI,Kanasi Airport,Oymak
KJK,Kortrijk,Wevelgem
KJP,Kerama,Itoman
KJT,Kertajati International Airport,Jatiwangi
KJX,Blangpidie Airport,Susoh
KKC,Khon Kaen Airport,Khon Kaen
KKE,Kerikeri Airport,Kerikeri
KKJ,Kitakyushu Airport,Kanda
KKM,Lop Buri,Lop Buri
KKN,Kirkenes Airport Hoeybuktmoen,Bjornevatn
KKO,Kaikohe,Waimate North
KKS,Kashan Airport,Kashan
KKT,Kentland,Kentland
KKY,Kilkenny,Kilkenny
KKZ,Koh Kong,Koh Kong
KLB,Kalabo Airport,Kalabo
KLC,Kaolack,Foundiougne
KLD,Migalovo,Tver
KLE,Kaele,Kaele
KLF,Grabtsevo Airport,Kaluga
KLH,Kolhapur,Kagal
KLJ,Klaipeda,Neringa
KLM,Kalaleh,Kalaleh
KLO,Kalibo International Airport,"Brgy. Nalook, kalibo"
KLQ,Keluang,Sekayu
KLR,Kalmar Oland Airport,Rinkabyholm
KLT,Kaiserslautern,Kaiserslautern
KLU,Klagenfurt Airport,Klagenfurt am Woerthersee
KLV,Karlovy Vary Airport,Dalovice
KLX,Kalamata Airport,Thouria
KLZ,Kleinzee,Port Nolloth
KMC,King Khalid Military,Hajrat al Khinbish
KME,Kamembe,Cyangugu
KMG,Kunming Changshui International Airport,Qidian
KMH,Kuruman,Kuruman
KMI,Miyazaki Airport,Miyazaki-shi
KMJ,Kumamoto Airport,Ozu
KMN,Kamina,Kamina
KMP,J.G.H. Van Der Wath,Keetmanshoop
KMQ,Komatsu Airport,Komatsu
KMS,Kumasi Airport,Tafo
KMT,Kampot,Kampot
KMU,Kismayu,Kismayo
KMV,Kalemyo Airport,Falam
KMW,Sokerkino,Kostroma
KMX,Khamis Mushait,Khamis Mushait
KMZ,Kaoma,Kaoma
KNA,Vina del Mar,Vina del Mar
KNB,Kanab,Kanab
KNF,Marham RAF,King's Lynn
KNG,Kaimana Airport,Kaimana
KNH,Kinmen Airport,Jincheng
KNI,Katanning,Katanning
KNJ,Kindamba,Kinkala
KNM,Kaniama,Gandajika
KNN,Kankan,Kankan
KNO,Kuala Namu International Airport,Percut
KNQ,Kone,Kone
KNR,Jam,Jam
KNS,King Island Airport,Currie
KNT,Municipal,Kennett
KNU,Kanpur Airport,Kanpur
KNZ,Kenieba,Dire
KOC,Koumac,Koumac
KOD,Kotabangun,Sebulu
KOE,El Tari Airport,Penfui
KOG,Khong,Khong Chiam
KOJ,Kagoshima Airport,Kajiki
KOK,Kruunupyy Airport,Kronoby
KON,Kontum,Kon Tum
KOO,Kongolo,Kongolo
KOQ,Koethen,Edderitz
KOS,Sihanouk International Airport,Sihanoukville
KOU,Koulamoutou,Koulamoutou
KOV,Kokshetau Airport,Kokshetau
KOW,Ganzhou Airport,Ganzhou
KPD,King Of Prussia,King of Prussia
KPO,Pohang Airport,Pohang
KPS,Kempsey,Kempsey
KPT,Jackpot,Jackpot
KPW,Keperveyem Airport,Bilibino
KQH,Kishangarh Airport,Kishangarh
KQT,Qurghonteppa International Airport,Bustonqal'a
KRC,Kerinci,Siulakderasmudik
KRE,Kirundo,Uvira
KRF,Kramfors Airport,Bollstabruk
KRK,J. Paul II International Airport Krakow-Balice,Balice
KRL,Korla Airport,Sayibage
KRN,Kiruna Airport,Kiruna
KRO,Kurgan Airport,Kurgan
KRP,Karup Airport,Karup
KRQ,Kramatorsk,Kramators'k
KRR,Krasnodar International Airport,Pashkovskiy
KRS,Kristiansand Airport,Justvik
KRT,Khartoum International Airport,Khartoum
KRW,Turkmanbashi Airport,Turkmenbasy
KRZ,Kiri,Inongo
KSA,Kosrae Airport,Tafunsak
KSC,Barca Airport,Kosice
KSD,Karlstad Airport,Karlstad
KSE,Kasese Airport,Kasese
KSF,Kassel-Calden Airport,Calden
KSH,Kermanshah Airport,Kermanshah
KSI,Kissidougou,Kissidougou
KSJ,Kasos Island Airport,Fry
KSK,Karlskoga,Karlskoga
KSL,Kassala Airport,Kassala
KSN,Kostanay Airport,Kostanay
KSO,Aristoteles Airport,Argos Orestiko
KSQ,Karshi Airport,Qarshi
KSS,Sikasso,Sikasso
KST,Kosti,Rabak
KSU,Kristiansund Airport Kvernberget,Rensvik
KSW,Kiryat Shmona,Qiryat Shemona
KSY,Kars Airport,Kars
KSZ,Kotlas Airport,Kotlas
KTA,Karratha Airport,Nickol
KTC,Katiola,Katiola
KTE,Kerteh Airport,Kertih
KTF,Takaka,Takaka
KTG,Ketapang Airport,Ketapang
KTI,Kratie,Kratie
KTJ,Kichwa Tembo Airport,Narok
KTL,Kitale Airport,Kitale
KTP,Tinson,Kingston
KTQ,Kitee,Kitee
KTT,Kittila Airport,Kittilae
KTU,Kota,Baran
KTW,Katowice International Airport,Ozarowice
KTX,Koutiala,Koutiala
KTY,Katukurunda Slaf Base,Talpe
KUA,Sultan Haji Ahmad Shah Airport,Kuantan
KUD,Kudat Airport,Kudat
KUF,Kurumoch International Airport,Bereza
KUG,Kubin Island,Kubin
KUH,Kushiro Airport,Kushiro
KUI,Kawau Island,Warkworth
KUJ,Kushimoto,Shingu
KUL,Kuala Lumpur International Airport,Kampung Baharu Nilai
KUN,Kaunas Airport,Kaunas
KUO,Kuopio Airport,Siilinjaervi
KUR,Kuran-O-Munjan,Maymay
KUS,Kulusuk Airport,Tasiilaq
KUT,Kutaisi International Airport,Kutaisi
KUU,Bhuntar Airport,Kulu
KUV,Gunsan Airport,Kunsan
KUZ,Gunsan Airbase,Kang-neung
KVA,Kavala International Airport,Nea Karya
KVB,Skovde,Stopen
KVD,Gyandzha Airport,Qarayeri
KVK,Kirovsk Airport,Kirovsk
KVO,Morava Airport,Kraljevo
KVR,Kavalerovo,Kavalerovo
KVX,Kirov Airport,Strizhi
KWA,Kwajalein Airport,Ebaye
KWD,Kawadjia,Dofa
KWE,Guiyang Longdongbao International Airport,Guiyang
KWG,Krivoy Rog,Lozuvatka
KWH,Khwahan,Quchanghi
KWI,Kuwait International Airport,Janub as Surrah
KWJ,Gwangju Airport,Gwangju
KWL,Guilin Liangjiang International Airport,Guilin
KWU,Mansion House,Kowloon
KWZ,Kolwezi,Kolwezi
KXB,Sangia Nibandera Airport,Kolaka
KXD,Kondinskoye Airport,Kondinskoye
KXE,Klerksdorp,Klerksdorp
KXK,Khurba Airport,Khurba
